Filial;Hist;Nome Filial;Endereço;Bairro;Cidade;UF;Logomarca;Telefone;IP Banco 12
226;226;SAO JOSE DOS PINHAIS;VOLUNTARIOS DA PATRIA, 170 , CEP - 83005020;CENTRO;SAO JOSE DOS PINHAIS;PR;RAIA; ;192.1.226.12
227;227;SAO BRAZ;RUA ANTÔNIO ESCORSIN, 1979 , CEP - 82300490;S BRAZ;CURITIBA;PR;RAIA;(41) 33727995          ;192.1.227.12
228;228;TREMEMBE;RUA MARIA AMALIA LOPES AZEVEDO, 845 , CEP - 02350012;VILA ALBERTINA;SAO PAULO;SP;RAIA;(11) 22060234          ;10.140.228.12
229;229;JARDIM DAS AMERICAS A;AVENIDA NOSSA SENHORA DE LOURDES, 226 , CEP - 81530020;JARDIM DAS AMERICAS;CURITIBA;PR;RAIA;(41) 33693323          ;192.1.229.12
231;231;CURSINO;AVENIDA DO CURSINO, 2268 , CEP - 04132002;JARDIM DA SAUDE;SAO PAULO;SP;RAIA;(11) 50587006          ;192.1.231.12
233;233;CAPELA DO SOCORRO;AVENIDA DONA BELMIRA MARIN, 1036 , CEP - 04846000;CAPELA DO SOCORRO;SAO PAULO;SP;RAIA;(11) 59395821          ;10.140.233.12
236;236;VILA ZELINA;AVENIDA ZELINA, 752 , CEP - 03143000;VILA ZELINA;SAO PAULO;SP;RAIA;(11) 23458280          ;10.140.236.12
237;237;PADRE EUSTAQUIO;RUA PADRE EUSTAQUIO, 2040 , CEP - 30720100;PADRE EUSTAQUIO;BELO HORIZONTE;MG;RAIA;(31) 34129182          ;192.1.237.12
238;238;SANTOS - E;AVENIDA CONSELHEIRO NEBIAS, 547 , CEP - 11045003;BOQUEIRAO;SANTOS;SP;RAIA;(13) 32332721          ;10.140.238.12
239;239;SAO SEBASTIAO;RUA DUQUE DE CAXIAS, 232 , CEP - 11608545;CENTRO;SAO SEBASTIAO;SP;RAIA;(12) 38925010          ;192.1.239.12
240;240;GUARULHOS - C;AVENIDA DOUTOR TIMOTEO PENTEADO, 2860 , CEP - 07061000;VILA ROSALIA;GUARULHOS;SP;RAIA;(11) 23045653          ;10.140.240.12
241;241;VILA ROMANA;RUA CORIOLANO, 1114 , CEP - 05047001;VILA ROMANA;SAO PAULO;SP;RAIA;(11) 36729630          ;10.140.241.12
242;242;LEME;AV VINTE E NOVE DE AGOSTO, 381 , CEP - 13610210;CENTRO;LEME;SP;RAIA;(19) 35714413          ;10.140.242.12
243;243;PINDAMONHANGABA;AV CORONEL FERNANDO PRESTES, 320 , CEP - 12400240;CENTRO;PINDAMONHANGABA;SP;RAIA;(12) 36429396          ;10.140.243.12
244;244;SOROCABA - C;AVENIDA ANTONIO CARLOS COMITRE, 290 , CEP - 18047620;PARQUE CAMPOLIM;SOROCABA;SP;RAIA;(15) 32331455          ;10.140.244.12
245;245;CRUZEIRO;AVENIDA MAJOR NOVAES, 166 , CEP - 12701330;CENTRO;CRUZEIRO;SP;RAIA;(12) 31451413          ;10.140.245.12
246;246;MOGI MIRIM;PRACA RUI BARBOSA, 23 , CEP - 13800185;CENTRO;MOGI MIRIM;SP;RAIA;(19) 38044371          ;10.140.246.12
248;248;PASSO D' AREIA;AVENIDA ASSIS BRASIL, 2127 , CEP - 91010006;PASSO D AREIA;PORTO ALEGRE;RS;RAIA;(51) 33371890          ;192.1.248.12
249;249;CACAPAVA;PRACA DA BANDEIRA, 45 , CEP - 12281630;CENTRO;CACAPAVA;SP;RAIA;(12) 36556282          ;10.140.249.12
250;250;UBATUBA;R HANS STADEN, 443 , CEP - 11690021;CENTRO;UBATUBA;SP;RAIA;(12) 38325854          ;192.200.0.12
252;252;JACAREI;RUA DOUTOR LUCIO MALTA, 630 , CEP - 12327001;CENTRO;JACAREI;SP;RAIA;(12) 39512595          ;192.200.2.12
253;253;LINS;R QUINZE DE NOVEMBRO, 206 , CEP - 16400035;CENTRO;LINS;SP;RAIA;(14) 35224757          ;10.141.3.12
254;254;MARILIA - B;R COMENDADOR FRAGATA, 1088 , CEP - 17519020;FRAGATA;MARILIA;SP;RAIA;(14) 34224016          ;10.141.4.12
255;255;MADUREIRA;RUA CARVALHO DE SOUZA, 326 , CEP - 21350180;MADUREIRA;RIO DE JANEIRO;RJ;RAIA;(21) 30195261          ;192.200.5.12
256;256;SAO JOAO DA BOA VISTA;AVENIDA DONA GERTRUDES, 99 , CEP - 13870110;CENTRO;SAO JOAO DA BOA VISTA;SP;RAIA;(19) 997526566         ;10.141.6.12
257;257;SERTAOZINHO;RUA BARÃO DO RIO BRANCO, 1101 , CEP - 14160571;CENTRO;SERTÃOZINHO;SP;RAIA;(16) 39427921          ;10.141.7.12
259;259;AMPARO;R TREZE DE MAIO, 392 , CEP - 13900005;CENTRO;AMPARO;SP;RAIA;(19) 38086883          ;10.141.9.12
261;261;PENAPOLIS;DOUTOR RAMALHO FRANCO, 307 , CEP - 16300049;CENTRO;PENAPOLIS;SP;RAIA;(18) 36524097          ;10.141.11.12
262;262;ITAPIRA;RUA JOSE BONIFACIO, 150 , CEP - 13970190;CENTRO;ITAPIRA;SP;RAIA;(19) 38630118          ;10.141.12.12
263;263;MANDAQUI;AV SANTA INES, 926 , CEP - 02415001;MANDAQUI;SAO PAULO;SP;RAIA;(11) 22676143          ;10.141.13.12
264;264;GUARULHOS - D;AVENIDA SALGADO FILHO, 1468 , CEP - 07115000;JARDIM MARIA HELENA;GUARULHOS;SP;RAIA;(11) 24568375          ;10.141.14.12
265;265;RIBEIRAO PRETO - D;AVENIDA TREZE DE MAIO, 791 , CEP - 14090270;JARDIM PAULISTANO;RIBEIRAO PRETO;SP;RAIA;(16) 36243295          ;10.141.15.12
268;268;SAO JUDAS;AVENIDA FAGUNDES FILHO, 134 , CEP - 04304000;VILA MONTE ALEGRE;SAO PAULO;SP;RAIA;(11) 50710224          ;10.141.18.12
269;269;BROOKLIN - B;AVENIDA PROFESSOR VICENTE RAO, 1186 , CEP - 04636001;JARDIM CORDEIRO;SAO PAULO;SP;RAIA;(11) 50490206          ;10.141.19.12
270;270;NOVA CANTAREIRA;AVENIDA NOVA CANTAREIRA, 978 , CEP - 02330001;TUCURUVI;SAO PAULO;SP;RAIA;(11) 22835044          ;10.141.20.12
271;271;SALTO;R 9 DE JULHO, 658 , CEP - 13320005;CENTRO;SALTO;SP;RAIA;(11) 40282381          ;10.141.21.12
272;272;ARARAQUARA - B;RUA NOVE DE JULHO, 2157 , CEP - 14801296;CENTRO;ARARAQUARA;SP;RAIA;(16) 33315788          ;192.200.22.12
273;273;CAMPO BELO - B;RUA CRISTOVAO PEREIRA, 1533 , CEP - 04620012;CAMPO BELO;SAO PAULO;SP;RAIA;(11) 50963056          ;10.141.23.12
274;274;PORTO FERREIRA;RUA CORONEL JOAO PROCOPIO, 290 , CEP - 13660000;CENTRO;PORTO FERREIRA;SP;RAIA;(19) 35856685          ;10.141.24.12
275;275;MOCOCA;PRACA ANTONIO PRADO, 134 , CEP - 13730036;CENTRO;MOCOCA;SP;RAIA;(19) 36565786          ;10.141.25.12
276;276;JALES;AV FRANCISCO JALES, 2302 , CEP - 15700026;CENTRO;JALES;SP;RAIA;(17) 36211442          ;10.141.26.12
277;277;NITEROI - B;RUA PRESIDENTE JOAO PESSOA, 140 , CEP - 24220331;ICARAI;NITEROI;RJ;RAIA;(21) 3617-2320         ;192.200.27.12
278;278;FERNANDOPOLIS;R BRASIL, 1904 , CEP - 15600000;CENTRO;FERNANDOPOLIS;SP;RAIA;(17) 34632729          ;10.141.28.12
279;279;PETROPOLIS - A;RUA CORONEL VEIGA, 687 , CEP - 25655156;CENTRO;PETROPOLIS;RJ;RAIA;(24) 22314276          ;192.200.29.12
280;280;SACOMA;RUA VERGUEIRO, 8923 , CEP - 04273200;VILA FIRMIANO PINTO;SAO PAULO;SP;RAIA;(11) 20832280          ;192.200.30.12
281;281;JARDIM PRUDENCIA;RUA DOUTOR GENTIL LEITE MARTINS, 128 , CEP - 04648000;VILA NOVA CALEDONIA;SAO PAULO;SP;RAIA;(11) 55628953          ;10.141.31.12
283;283;NITEROI - C;RUA ATOR PAULO GUSTAVO, 347 , CEP - 24230053;ICARAÍ;NITERÓI;RJ;RAIA;(21) 27101231          ;192.200.33.12
284;284;FREGUESIA;RUA TIROL, 356 , CEP - 22750009;FREGUESIA DE JACAREPAGUA;RIO DE JANEIRO;RJ;RAIA;(21) 24477320          ;192.200.34.12
285;285;SAO JOSE DO RIO PRETO - C;AV BADY BASSIT, 4460 , CEP - 15025000;BOA VISTA;SAO JOSE DO RIO PRETO;SP;RAIA;(17) 32129061          ;10.141.35.12
286;286;AMERICANA - C;RUA IACANGA, 474 , CEP - 13468590;VILA MOLON;AMERICANA;SP;RAIA;(19) 34055211          ;10.141.36.12
287;287;TUPA;AVENIDA TAMOIOS, 1088 , CEP - 17600005;CENTRO;TUPA;SP;RAIA;(14) 34912561          ;192.200.37.12
291;291;SOROCABA - D;AVENIDA ITAVUVU, 2500 , CEP - 18076005;JARDIM MARIA ANTONIA PRADO;SOROCABA;SP;RAIA;(15) 32266416          ;10.141.41.12
293;293;SAO JOSE DO RIO PRETO - D;RUA BERNARDINO DE CAMPOS, 4223 , CEP - 15015300;CENTRO;SÃO JOSÉ DO RIO PRETO;SP;RAIA;(17) 32129375          ;10.141.43.12
295;295;AMERICANA - D;AVENIDA PASCHOAL ARDITO, 916 , CEP - 13472130;SAO MANOEL;AMERICANA;SP;RAIA;(19) 34683036          ;10.141.45.12
296;296;LENCOIS PAULISTA;RUA GERALDO PEREIRA DE BARROS, 795 , CEP - 18680020;CENTRO;LENCOIS PAULISTA;SP;RAIA;(14) 32646295          ;10.141.46.12
298;298;RIO CLARO - B;RUA 14, 1760 , CEP - 13500270;SANTA CRUZ;RIO CLARO;SP;RAIA;(19) 35325615          ;10.141.48.12
300;300;BATATAIS;RUA CORONEL JOAQUIM ROSA, 158 , CEP - 14300039;CENTRO;BATATAIS;SP;RAIA;(16) 36628792          ;10.141.50.12
302;302;GRANJA JULIETA;RUA NOVE DE JULHO, 34 , CEP - 04739010;SANTO AMARO;SAO PAULO;SP;RAIA;(11) 55234820          ;10.141.52.12
304;304;CAMPINAS - I;RUA DAS CAMELIAS, 929 , CEP - 13087488;CHACARA PRIMAVERA;CAMPINAS;SP;RAIA;(19) 32566368          ;10.141.54.12
305;305;MIRASSOL;PRACA DOUTOR ANISIO JOSE MOREIRA, 2133 , CEP - 15130971;CENTRO;MIRASSOL;SP;RAIA;(17) 32531381          ;10.141.55.12
306;306;LIMEIRA - C;PRACA JOAO SOARES POMPEO, 84 , CEP - 13484301;VILA ANITA;LIMEIRA;SP;RAIA;(19) 34431168          ;10.141.56.12
307;307;JARDIM MARAJOARA;AVENIDA SARGENTO GERALDO SANTANA, 998 , CEP - 04674225;JARDIM TAQUARAL;SAO PAULO;SP;RAIA;(11) 55245879          ;10.141.57.12
308;308;CAMPINAS - J;AV PRINCESA D OESTE, 1375 , CEP - 13026137;JARDIM PROENCA;CAMPINAS;SP;RAIA;(19) 32522874          ;10.141.58.12
309;309;MOEMA - C;AVENIDA ARATAS, 483 , CEP - 04081002;INDIANOPOLIS;SAO PAULO;SP;RAIA; ;10.141.59.12
310;310;COSMOPOLIS;AV ESTHER, 497 , CEP - 13150000;CENTRO;COSMOPOLIS;SP;RAIA;(19) 38722587          ;10.141.60.12
311;311;BARRA MANSA;AVENIDA JOAQUIM LEITE, 577 , CEP - 27345391;CENTRO;BARRA MANSA;RJ;RAIA;(24) 33248235          ;192.200.61.12
313;313;CITY BOACAVA;AVENIDA DIOGENES RIBEIRO DE LIMA, 2555 , CEP - 05458001;ALTO DE PINHEIROS;SAO PAULO;SP;RAIA;(11) 30218544          ;10.141.63.12
314;314;TRES FIGUEIRAS;R JOSE ANTONIO ARANHA, 423 , CEP - 91330080;TRES FIGUEIRAS;PORTO ALEGRE;RS;RAIA;(51) 30843941          ;192.200.64.12
315;315;CASEMIRO DE ABREU;RUA CASEMIRO DE ABREU, 1216 , CEP - 90420000;BELA VISTA;PORTO ALEGRE;RS;RAIA;(51) 33333782          ;192.200.65.12
316;316;JARDIM SOCIAL - B;AV DA LUZ, 2427 , CEP - 82530010;JARDIM SOCIAL;CURITIBA;PR;RAIA;(41) 30444014          ;192.200.66.12
317;317;SANTOS - F;R CONSELHEIRO LAFAIETE, 5 , CEP - 11040280;EMBARE;SANTOS;SP;RAIA;(13) 32278231          ;10.141.67.12
318;318;IBITINGA;R PRUDENTE DE MORAES, 737 , CEP - 14940971;CENTRO;IBITINGA;SP;RAIA;(16) 33418898          ;10.141.68.12
319;319;PIRACICABA - C;AVENIDA DOUTOR PAULO DE MORAES, 1360 , CEP - 13400853;PAULISTA;PIRACICABA;SP;RAIA;(19) 34322223          ;10.141.69.12
320;320;SANTOS - G;AV WASHINGTON LUIS, 478 , CEP - 11055000;GONZAGA;SANTOS;SP;RAIA;(13) 997753349         ;10.141.70.12
322;322;PACAEMBU;AV PACAEMBU, 1047 , CEP - 01234001;PACAEMBU;SAO PAULO;SP;RAIA;(11) 36612848          ;10.141.72.12
323;323;LONDRINA - A;AVENIDA HIGIENOPOLIS, 460 , CEP - 86020080;CENTRO;LONDRINA;PR;RAIA;(43) 33446328          ;192.200.73.12
325;325;LONDRINA - C;AVENIDA BANDEIRANTES, 471 , CEP - 86010020;JARDIM LONDRILAR;LONDRINA;PR;RAIA;(43) 33240721          ;192.200.75.12
326;326;ARAPONGAS;AVENIDA ARAPONGAS, 624 , CEP - 86700050;CENTRO;ARAPONGAS;PR;RAIA;(43) 31520792          ;192.200.76.12
329;329;ALDEIA DA SERRA;AVENIDA FENIX, 105 , CEP - 06429331;PRACA DA ALDEIA DA SERRA;BARUERI;SP;RAIA;(11) 41921536          ;10.141.79.12
330;330;LONDRINA - D;RUA PARA, 691 , CEP - 86010450;CENTRO;LONDRINA;PR;RAIA;(43) 33221840          ;192.200.80.12
331;331;MARINGA - A;AVENIDA BRASIL, 4532 , CEP - 87013000;ZONA 1;MARINGA;PR;RAIA;(44) 32622454          ;192.200.81.12
333;333;PEDRO IVO;RUA PEDRO IVO, 855 , CEP - 90450210;BELA VISTA;PORTO ALEGRE;RS;RAIA;(51) 30859061          ;192.200.83.12
334;334;MARINGA - B;AVENIDA PAPA JOAO XXIII, 583 , CEP - 87010260;ZONA 2;MARINGA;PR;RAIA;(44) 30249274          ;192.200.84.12
335;335;CIANORTE;AVENIDA GOIAS, 674 , CEP - 87200149;CENTRO;CIANORTE;PR;RAIA;(44) 30183694          ;192.200.85.12
336;336;UMUARAMA;PRACA ARTHUR THOMAS, 4886 , CEP - 87502190;ZONA III;UMUARAMA;PR;RAIA;(44) 36241967          ;192.200.86.12
337;337;CAMPO MOURAO;AVENIDA CAPITAO INDIO BANDEIRA, 1621 , CEP - 87300005;CENTRO;CAMPO MOURAO;PR;RAIA;(44) 30689344          ;192.200.87.12
338;338;PARANAVAI;RUA GETULIO VARGAS, 1245 , CEP - 87704010;CENTRO;PARANAVAI;PR;RAIA;(44) 30452589          ;192.200.88.12
339;339;BH SHOPPING;RODOVIA BR 356, 3049 , CEP - 30320900;BELVEDERE;BELO HORIZONTE;MG;RAIA;(31) 32862379          ;10.141.89.12
340;340;LAUZANE;AVENIDA ENGENHEIRO CAETANO ALVARES, 4906 , CEP - 02413000;IMIRIM;SAO PAULO;SP;RAIA;(  ) 22082202          ;10.141.90.12
341;341;SUMAREZINHO;AVENIDA PROFESSOR ALFONSO BOVERO, 531 , CEP - 01254000;SUMARE;SAO PAULO;SP;RAIA;(11) 36722346          ;10.141.91.12
342;342;SEMINARIO;AVENIDA SETE DE SETEMBRO, 6895 , CEP - 80240001;SEMINARIO;CURITIBA;PR;RAIA;(41) 30189811          ;192.200.92.12
343;343;APUCARANA;CURITIBA, 1066 , CEP - 86800005;CENTRO;APUCARANA;PR;RAIA;(43) 31220680          ;192.200.93.12
345;345;CRISTOVAO COLOMBO;AV CRISTOVAO COLOMBO, 2125 , CEP - 90560005;FLORESTA;PORTO ALEGRE;RS;RAIA;(51) 30857110          ;192.200.95.12
346;346;ALTO DO IPIRANGA;RUA OLIVEIRA ALVES, 450 , CEP - 04210061;IPIRANGA;SAO PAULO;SP;RAIA;(11) 20631355          ;10.141.96.12
347;347;MOEMA - D;AVENIDA LAVANDISCA, 296 , CEP - 04515010;INDIANOPOLIS;SAO PAULO;SP;RAIA;(11) 50510244          ;10.141.97.12
349;349;CASCAVEL;AVENIDA BRASIL, 5831 , CEP - 85801000;CENTRO;CASCAVEL;PR;RAIA;(45) 30390594          ;192.200.99.12
350;350;MARILIA - C;RUA BOROROS, 190 , CEP - 17502270;SENADOR SALGADO FILHO;MARILIA;SP;RAIA;(14) 34131508          ;10.141.100.12
352;352;ARARAQUARA - C;R ITALIA, 1056 , CEP - 14800240;CENTRO;ARARAQUARA;SP;RAIA;(16) 33324281          ;10.141.102.12
353;353;PIRACICABA - D;AVENIDA SALDANHA MARINHO, 1465 , CEP - 13416257;CENTRO;PIRACICABA;SP;RAIA;(19) 34344322          ;10.141.103.12
354;354;SAO CARLOS - C;AV DOUTOR CARLOS BOTELHO, 1464 , CEP - 13560250;VILA PUREZA;SAO CARLOS;SP;RAIA;(16) 96149641          ;10.141.104.12
355;355;ATIBAIA - B;AV PROFESSOR LUCAS NOGUEIRA GARCEZ, 1898 , CEP - 12947000;JARDIM PAULISTA;ATIBAIA;SP;RAIA;(11) 44021014          ;192.200.105.12
357;357;SAO JOSE DO RIO PRETO - E;AVENIDA NADIMA DAMHA, 1985 , CEP - 15061759;JARDIM IOLANDA;SAO JOSE DO RIO PRETO;SP;RAIA;(17) 32153494          ;10.141.107.12
359;359;SION;RUA GRAO MOGOL, 768 , CEP - 30310010;CARMO;BELO HORIZONTE;MG;RAIA;(31) 32231625          ;10.141.109.12
361;361;JOINVILLE - A;RUA MAX COLIN, 394 , CEP - 89204040;AMERICA;JOINVILLE;SC;RAIA;(47) 34328059          ;192.200.111.12
362;362;BALNEARIO CAMBORIU;AVENIDA CENTRAL, 540 , CEP - 88330668;CENTRO;BALNEARIO CAMBORIU;SC;RAIA;(47) 33980711          ;192.200.112.12
364;364;JOINVILLE - B;R OTTO BOEHM, 260 , CEP - 89201700;AMERICA;JOINVILLE;SC;RAIA;(47) 34328042          ;192.200.114.12
365;365;INDAIATUBA - B;AVENIDA PRESIDENTE VARGAS, 1303 , CEP - 13334085;CIDADE NOVA I;INDAIATUBA;SP;RAIA;(19) 38014379          ;10.141.115.12
366;366;TAQUARITINGA;R PRUDENTE DE MORAIS, 582 , CEP - 15900000;CENTRO;TAQUARITINGA;SP;RAIA;(16) 32524098          ;10.141.116.12
367;367;FRANCA - C;AVENIDA DOUTOR ISMAEL ALONSO Y ALONSO, 1811 , CEP - 14400770;CENTRO;FRANCA;SP;RAIA;(16) 37013613          ;10.141.117.12
368;368;PETROPOLIS - B;PRACA DOM PEDRO II, 27 , CEP - 25620031;VILA IMPERIAL;PETROPOLIS;RJ;RAIA;(24) 22379973          ;192.200.118.12
369;369;MONTE ALTO;R NHONHO DO LIVRAMENTO, 1775 , CEP - 15910000;CENTRO;MONTE ALTO;SP;RAIA;(16) 32423628          ;10.141.119.12
370;370;BLUMENAU - A;ALAMEDA RIO BRANCO, 168 , CEP - 89010300;CENTRO;BLUMENAU;SC;RAIA;(47) 33295061          ;192.200.120.12
372;372;CAMPINAS - K;RUA MARIA MONTEIRO, 817 , CEP - 13025151;CAMBUI;CAMPINAS;SP;RAIA;(19) 32591749          ;192.200.122.12
373;373;BRUSQUE;PRACA BARAO DE SCHNEEBURG, 110 , CEP - 88350345;CENTRO;BRUSQUE;SC;RAIA;(47) 33544650          ;192.200.123.12
375;375;MOOCA - B;AV CASSANDOCA, 84 , CEP - 03169010;MOOCA;SAO PAULO;SP;RAIA;(11) 20815852          ;10.141.125.12
376;376;NOVO HAMBURGO - A;RUA BENTO GONCALVES, 2083 , CEP - 93410003;CENTRO;NOVO HAMBURGO;RS;RAIA;(51) 30356440          ;192.200.126.12
378;378;NOVA FRIBURGO;R FERNANDO BIZZOTO, 47 , CEP - 28613040;CENTRO;NOVA FRIBURGO;RJ;RAIA;(22) 25198886          ;192.200.128.12
379;379;BOSQUE DA SAUDE;AVENIDA BOSQUE DA SAUDE, 472 , CEP - 04142081;SAUDE;SAO PAULO;SP;RAIA;(11) 55941443          ;10.141.129.12
380;380;DRACENA;AVENIDA PRESIDENTE VARGAS, 602 , CEP - 17900197;CENTRO;DRACENA;SP;RAIA;(18) 38225364          ;10.141.130.12
382;382;PONTA GROSSA - A;DOUTOR VICENTE MACHADO, 603 , CEP - 84010000;CENTRO;PONTA GROSSA;PR;RAIA;(42) 32299098          ;192.200.132.12
383;383;MACAE - A;AVENIDA RUI BARBOSA, 1098 , CEP - 27915012;CENTRO;MACAE;RJ;RAIA;(22) 27724379          ;192.200.133.12
384;384;FLORIANOPOLIS - A;AVENIDA MADRE BENVENUTA, 1414 , CEP - 88035001;STA MÔNICA;FLORIANÓPOLIS;SC;RAIA;(48) 32389536          ;192.200.134.12
385;385;PANAMBY;NELSON GAMA DE OLIVEIRA, 249 , CEP - 05734150;VL ANDRADE;SAO PAULO;SP;RAIA;(11) 35013689          ;10.141.135.12
386;386;ORLANDIA;UM, 25 , CEP - 14620000;VILA ANDRADE;ORLANDIA;SP;RAIA;(16) 37264999          ;10.141.136.12
387;387;BARRA DA TIJUCA - E;AVENIDA DAS AMÉRICAS, 10300 , CEP - 22793082;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;RAIA;(21) 33284983          ;192.200.137.12
391;391;GARCA;RUY BARBOSA, 281 , CEP - 17400000;CENTRO;GARCA;SP;RAIA;(14) 34064001          ;10.141.141.12
392;392;CHAPECO;AVENIDA GETÚLIO DORNELES VARGAS - N, 867 , CEP - 89802002;CENTRO;CHAPECÓ;SC;RAIA;(49) 33236361          ;192.200.142.12
393;393;VARGEM GRANDE DO SUL;RUA DO COMERCIO, 214 , CEP - 13880000;CENTRO;VARGEM GRANDE DO SUL;SP;RAIA;(19) 36412416          ;10.141.143.12
394;394;JACAREPAGUA;EMBAIXADOR ABELARDO BUENO, 2950 , CEP - 22775040;B TIJUCA;RIO DE JANEIRO;RJ;RAIA;(21) 24998672          ;192.200.144.12
396;396;MARINGA - D;PRAÇA DO EXPEDICIONÁRIO, 42 , CEP - 87015010;ZONA 05;MARINGA;PR;RAIA;(44) 32622015          ;192.200.146.12
397;397;CONCORDIA;DOUTOR MARURI, 451 , CEP - 89700000;CENTRO;CONCORDIA;SC;RAIA;(49) 34422356          ;192.200.147.12
398;398;SOROCABA - F;AVENIDA DE SÃO FRANCISCO, 28 , CEP - 18095450;JD STA ROSÁLIA;SOROCABA;SP;RAIA;(15) 32337426          ;10.141.148.12
400;400;TUBARAO;RUA VIDAL RAMOS, 283 , CEP - 88701160;CENTRO;TUBARAO;SC;RAIA;(48) 36264333          ;192.200.150.12
401;401;ITUVERAVA;DOUTOR JOSE ANIBAL SOARES DE OLIVEIRA, 381 , CEP - 14500000;CENTRO;ITUVERAVA;SP;RAIA;(16) 37293985          ;10.141.151.12
402;402;SAO JOAQUIM DA BARRA;PRAÇA SETE DE SETEMBRO, 141 , CEP - 14600000;CENTRO;SAO JOAQUIM DA BARRA;SP;RAIA;(16) 37285308          ;10.141.152.12
403;403;VILA OLIMPIA - B;RUA NOVA CIDADE, 344 , CEP - 04547071;VL OLÍMPIA;SAO PAULO;SP;RAIA;(11) 30450192          ;10.141.153.12
404;404;LAJEADO;JULIO DE CASTILHOS, 1192 , CEP - 95900022;CENTRO;LAJEADO;RS;RAIA;(51) 97400971          ;192.200.154.12
407;407;SAO JOSE DO RIO PARDO;RUA FRANCISQUINHO DIAS 708, 72 , CEP - 13720970;CENTRO;SAO JOSE DO RIO PARDO;SP;RAIA;(19) 36812649          ;10.141.157.12
409;409;CABO FRIO;TEIXEIRA E SOUZA, 775 , CEP - 28907410;CENTRO;CABO FRIO;RJ;RAIA;(22) 26451327          ;192.200.159.12
410;410;NITEROI - D;FRANCISCO DA CRUZ NUNES, 5874 , CEP - 24350310;PIRATININGA;NITERÓI;RJ;RAIA;(21) 26191724          ;192.200.160.12
411;411;CRICIUMA;RUA JOAQUIM NABUCO, 520 , CEP - 88802200;CENTRO;CRICIÚMA;SC;RAIA;(48) 34343859          ;192.200.161.12
413;413;RIO DO SUL;R OSCAR BARCELOS, 870 , CEP - 89160027;CENTRO;RIO DO SUL;SC;RAIA;(47) 35218235          ;192.200.163.12
414;414;ADAMANTINA;AVENIDA RIO BRANCO, 585 , CEP - 17800009;CENTRO;ADAMANTINA;SP;RAIA;(18) 35229216          ;10.141.164.12
417;417;VILA BEATRIZ;RUA FRANCISCO ISOLDI, 411 , CEP - 05441040;SUMAREZINHO;SAO PAULO;SP;RAIA;(11) 30377109          ;10.141.167.12
418;418;GUARAPUAVA - A;R SALDANHA MARINHO, 1753 , CEP - 85010290;CENTRO;GUARAPUAVA;PR;RAIA;(42) 36276501          ;192.200.168.12
419;419;JARAGUA DO SUL;RUA PRESIDENTE EPITACIO PESSOA, 207 , CEP - 89251100;CENTRO;JARAGUA DO SUL;SC;RAIA;(47) 30543660          ;192.200.169.12
420;420;LAGES;R LAURO MULLER, 687 , CEP - 88501131;CENTRO;LAGES;SC;RAIA;(49) 32290228          ;192.200.170.12
421;421;TOLEDO;R GUARANI, 1696 , CEP - 85900190;CENTRO;TOLEDO;PR;RAIA;(45) 32524200          ;192.200.171.12
424;424;SHOPPING COLINAS;AVENIDA SAO JOAO, 2200 , CEP - 12242000;JARDIM DAS COLINAS;SAO JOSE DOS CAMPOS;SP;RAIA;(12) 39118753          ;192.200.174.12
425;425;PORTAL DO MORUMBI;R DESEMBARGADOR DALMO DO VALLE NOGUEIRA, 79 , CEP - 05641060;VILA SUZANA;SAO PAULO;SP;RAIA;(11) 37427053          ;10.141.175.12
426;426;ITAJAI;AVENIDA CORONEL MARCOS KONDER, 980 , CEP - 88301302;CENTRO;ITAJAI;SC;RAIA;(48) 33497041          ;192.200.176.12
427;427;MACAE - B;R FRANKLIN DELANO ROOSELVELT, 70 , CEP - 27920240;CAVALEIROS;MACAE;RJ;RAIA;(22) 27596713          ;192.200.177.12
429;429;LIMEIRA - D;R DOUTOR TRAJANO DE BARROS CAMARGO, 125 , CEP - 13480201;CENTRO;LIMEIRA;SP;RAIA;(19) 34410435          ;10.141.179.12
431;431;PERDIZES - C;RUA CAIUBI, 1240 , CEP - 05010000;PERDIZES;SAO PAULO;SP;RAIA;(11) 38629185          ;192.200.181.12
432;432;IPANEMA - C;RUA VISCONDE DE PIRAJA, 592 , CEP - 22410004;IPANEMA;RIO DE JANEIRO;RJ;RAIA;(21) 22942456          ;192.200.182.12
433;433;FLORIANOPOLIS - B;RUA GERMANO WENDHAUSEN, 164 , CEP - 88015460;CENTRO;FLORIANOPOLIS;SC;RAIA;(48) 32233359          ;192.200.183.12
434;434;SANTA CRUZ DO SUL A;RUA JULIO DE CASTILHOS, 111 , CEP - 96810046;CENTRO;SANTA CRUZ DO SUL;RS;RAIA;(51) 3056-4008         ;192.200.184.12
438;438;CANOAS A;AVENIDA SANTOS FERREIRA, 621 , CEP - 92020001;MARECHAL RONDON;CANOAS;RS;RAIA;(51) 3031-7701         ;192.200.188.12
440;440;SAO JOSE;AVENIDA LEDIO JOAO MARTINS, 721 , CEP - 88102000;KOBRASOL;SAO JOSE;SC;RAIA;(48) 30474416          ;192.200.190.12
444;444;IPANEMA - D;RUA VISCONDE DE PIRAJA, 4 , CEP - 22410000;IPANEMA;RIO DE JANEIRO;RJ;RAIA;(21) 22672520          ;192.200.194.12
